modlist_label,mo2_instance,profile,mod_name,mod_priority,plugin_file,plugin_path,form_id,editor_id,full_name,full_name_source,armor_category,bod_template_type,keyword_category,armor_rating,value,weight,biped_slots,biped_slot_numbers,keyword_edids,keyword_form_ids,material_keywords,armor_slot_keywords,vendor_keywords,enchantment_form_id,template_form_id,male_world_model,female_world_model
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x02044F4A,zzzCHArmorMolagGauntletsRusty,Rusty Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,175,3.0,Hands,33,ArmorHeavy; ArmorMaterialDaedric; ArmorGauntlets; VendorItemArmor; PerkFistsDaedric,0x0006BBD2; 0x0006BBD4; 0x0006C0EF; 0x0008F959; 0x0002C17B,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\MolagBal\RustyMolagBalGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x02044F4B,zzzCHArmorMolagHelmetRusty,Rusty Helmet,plugin,Heavy,Heavy,Heavy,0.0,350,4.0,Head; Hair; Circlet; Ears,30; 31; 42; 43,ArmorHeavy; ArmorMaterialDaedric; ArmorHelmet; VendorItemArmor,0x0006BBD2; 0x0006BBD4; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,Armor\AoM\MolagBal\RustyMolagBalHelmGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020B0EAC,zzzCHArmorPelinalGauntlets,Huna's Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,200,3.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialEbony,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBD8,ArmorMaterialEbony,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\credo\Pelin\PelinGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020B1CE8,zzzCHArmorKnightOfOrder,Shell of Order,plugin,Heavy,Heavy,Heavy,0.0,500,15.0,Head; Hair; Body; Hands; Feet; Circlet; Ears,30; 31; 32; 33; 37; 42; 43,ArmorHeavy; VendorItemArmor; ArmorMaterialDaedric,0x0006BBD2; 0x0008F959; 0x0006BBD4,ArmorMaterialDaedric,,VendorItemArmor,,,Clutter\AoM\OrderHeart.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020B1CE9,zzzCHArmorJyggalag,Shell of Jyggalag,plugin,Heavy,Heavy,Heavy,0.0,750,15.0,Head; Hair; Body; Hands; Feet; Circlet; Ears,30; 31; 32; 33; 37; 42; 43,ArmorHeavy; VendorItemArmor; ArmorMaterialDaedric,0x0006BBD2; 0x0008F959; 0x0006BBD4,ArmorMaterialDaedric,,VendorItemArmor,,,Clutter\AoM\OrderHeart.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FD6C4,zzVcgPDKnightGauntlets,Knight-Errant Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,125,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\PackDev\PDGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FD6C8,zzVcgPDKnightGauntletsRust,Knight-Errant Gauntlets (Rusty),plugin,Heavy,Heavy,Heavy,0.0,100,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\PackDev\PDGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FD6E2,zzVcgLandsknechtGauntlets,Sir Caius' Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,125,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ddzemesiuk\LandsknechtGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FD6FE,zzVcgArshpGauntlets,Sir Torolf's Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,115,3.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\armoreshop\ASBracerGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FD711,zzVcgArshpGauntletsRust,Sir Torolf's Gauntlets (Rusty),plugin,Heavy,Heavy,Heavy,0.0,100,3.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\armoreshop\ASBracerGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FE919,zzVcgAkatoshGauntlets,Time-Watcher Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,180,2.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\kasheydd\BlackKnight\BKGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FE933,zzVcgMercenaryGauntlets,Sir Juncan's Gauntlets,plugin,Light,Light,Light,0.0,112,2.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\fajrulfnf\Mercenary\MercenaryGloveGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FE955,zzVcgHospGauntlets,Sir Gregory's Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,125,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\zeroswat\Hospitaller\HospGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x024FFB64,zzVCgSquireGauntlets,Colovian Swordsman Gauntlets,plugin,Light,Light,Light,0.0,92,2.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\pgclomax\Sqr\SqrGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x02502000,zzVcgRKGauntlets,Sir Amiel's Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,110,3.5,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\danilsabirzhanov\RKGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0250445C,zzVcgRKGauntletsRust,Sir Amiel's Gauntlets (Rusty),plugin,Heavy,Heavy,Heavy,0.0,100,3.5,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\danilsabirzhanov\RKGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0250446D,zzVcgSkGauntlets,Sir Berich's Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,115,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Knight\SKGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0250447B,zzVcgSkGauntletsRust,Sir Berich's Gauntlets (Rusty),plugin,Heavy,Heavy,Heavy,0.0,105,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Knight\SKGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x025056AE,zzVcgHrGauntletsRust,Alessian Battlemage Gauntlets,plugin,Light,Light,Light,0.0,72,2.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Hr\HrGauntletsGnd.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x025056BA,zzVcgNpHrGauntlets,Marukhati Selective Gauntlets,plugin,Light,Light,Light,0.0,82,2.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Hr\HrGauntletsGnd.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x025056C6,zzVcgDrmrGauntlets,Alessian Soldier Gauntlets,plugin,Light,Light,Light,0.0,62,1.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\dorlak\Mercenary\DrmrGloveGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x025056CA,zzVcgNpDrmrGauntlets,Alessian Soldier Gauntlets,plugin,Light,Light,Light,0.0,62,1.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\dorlak\Mercenary\DrmrGloveGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x025068E6,zzVcgHrGauntlets,Marukhati Selective Gauntlets,plugin,Light,Light,Light,0.0,82,2.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Hr\HrGauntletsGnd.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x025068E8,zzVcgNpHrGauntletsRust,Alessian Battlemage Gauntlets,plugin,Light,Light,Light,0.0,72,2.0,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Hr\HrGauntletsGnd.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0250F88F,zzVCgGrGauntlets,Sir Henrik's Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,155,5.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\Gr\GrGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0250F899,zzVCgGrLGauntlets,Cyrod Leather Gloves,plugin,Light,Light,Light,0.0,70,1.8,Hands,33,VendorItemArmor; PerkFistsDaedric; ArmorGauntlets; ArmorLight; ArmorMaterialImperialLight,0x0008F959; 0x0002C17B; 0x0006C0EF; 0x0006BBD3; 0x0006BBE0,ArmorMaterialImperialLight,ArmorGauntlets,VendorItemArmor,,,Armor\VigCgT\ShaoKhan\GrL\GrLGloveGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020C5D2F,zzzCHArmorMaraGauntlets,Mara Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,200,10.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialMoonstone,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBD9,ArmorMaterialMoonstone,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\mara\MaraGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020C2D83,zzzCHArmorDaedricShieldUnplayable,Daedric Shield,plugin,Heavy,Heavy,,0.0,1600,1.0,Shield,39,ArmorMaterialDaedric; VendorItemArmor; ArmorShield,0x0006BBD4; 0x0008F959; 0x000965B2,ArmorMaterialDaedric,ArmorShield,VendorItemArmor,,,Armor\Daedric\DaedricShield.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020C5D3D,zzzCHArmorMaraGauntletsPlayable,Mara Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,200,10.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialMoonstone,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBD9,ArmorMaterialMoonstone,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\mara\MaraGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020C6007,zzzCHArmorMaraKnightGauntlets,Knight of Mara Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,125,8.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\MaraKnight\MaraKnightGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020D9540,zzzCHArmorStendarrKnightGauntlets,Knight of Stendarr Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,125,4.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\Vinland\IkaKnightGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0252E723,zzzCHArmorDaedricMageHelmet,Daedric Cowl,plugin,Heavy,Heavy,Heavy,0.0,110,2.0,Hair; Circlet,31; 42,VendorItemArmor; MagicDisallowEnchanting; ArmorHelmet; ArmorMaterialDaedric; ArmorHeavy,0x0008F959; 0x000C27BD; 0x0006C0EE; 0x0006BBD4; 0x0006BBD2,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,Armor\DBArmor\DBArmorHoodMasklessGND.nif,Armor\DBArmor\DBArmorHoodGND.nif
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x0252E722,zzzCHArmorDaedricMageGauntlets,Daedric Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,125,9.0,Hands,33,ArmorHeavy; ArmorMaterialDaedric; ArmorGauntlets; VendorItemArmor; PerkFistsDaedric,0x0006BBD2; 0x0006BBD4; 0x0006C0EF; 0x0008F959; 0x0002C17B,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,Armor\Daedric\DaedricGauntletsGO.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020DFD65,zzzCHArmorLazaBoots,Laza of Order Boots,plugin,Heavy,Heavy,Heavy,0.0,200,5.0,Feet,37,ArmorHeavy; VendorItemArmor; ArmorBoots; ArmorMaterialDaedric,0x0006BBD2; 0x0008F959; 0x0006C0ED; 0x0006BBD4,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,Armor\AoM\lancelot\LancelotBootsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020DFD66,zzzCHArmorLazaCuirass,Laza of Order Cuirass,plugin,Heavy,Heavy,Heavy,0.0,700,25.0,Body,32,ArmorHeavy; VendorItemArmor; ArmorCuirass; ArmorMaterialDaedric,0x0006BBD2; 0x0008F959; 0x0006C0EC; 0x0006BBD4,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,,,Armor\AoM\lancelot\LancelotCuirassGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020DFD67,zzzCHArmorLazaGauntlets,Laza of Order Gauntlets,plugin,Heavy,Heavy,Heavy,0.0,200,6.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialDaedric,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBD4,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\lancelot\LancelotGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020DFD68,zzzCHArmorLazaHelmet,Laza of Order Helmet,plugin,Heavy,Heavy,Heavy,0.0,375,8.0,Head; Hair; Circlet; Ears,30; 31; 42; 43,ArmorHeavy; VendorItemArmor; ArmorHelmet; ArmorMaterialDaedric,0x0006BBD2; 0x0008F959; 0x0006C0EE; 0x0006BBD4,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,Armor\AoM\lancelot\LancelotHelmetGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020E04B7,zzzCHArmorMaraKnightGauntletsSilver,Knight of Mara Gauntlets (Silver),plugin,Heavy,Heavy,Heavy,0.0,125,8.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialImperialHeavy,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBE2,ArmorMaterialImperialHeavy,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\MaraKnight\MaraKnightGauntletsGND.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,VIGILANT Voiced - English Addon,1185,Vigilant.esm,D:\Wabbajack\modlists\DoD\mods\VIGILANT Voiced - English Addon\Vigilant.esm,0x020E04B3,zzzCHArmorMaraGauntletsSilver,Mara Gauntlets (Silver),plugin,Heavy,Heavy,Heavy,0.0,200,10.0,Hands,33,ArmorHeavy; PerkFistsDaedric; ArmorGauntlets; VendorItemArmor; ArmorMaterialMoonstone,0x0006BBD2; 0x0002C17B; 0x0006C0EF; 0x0008F959; 0x0006BBD9,ArmorMaterialMoonstone,ArmorGauntlets,VendorItemArmor,,,Armor\AoM\mara\MaraGauntletsGND.nif,
